SR Text,Conditions,Actions,Keywords,Current Paragraph,Previous Paragraph,Next Paragraph,Section Number,Section Title,Section Level,Paragraph Index,Sentence Index,First_Keyword
Implementations MUST limit their scanning to the cleartext returned from the AEAD decryption.,"When scanning the cleartext returned from the AEAD decryption, no non‑zero octet is found","Implementations MUST limit their scanning exclusively to the cleartext returned from the AEAD decryption,If no non‑zero octet is found in that cleartext, the connection MUST be terminated with an 'unexpected_message' alert",MUST,"Implementations MUST limit their scanning to the cleartext returned from the AEAD decryption. If a receiving implementation does not find a non-zero octet in the cleartext, it MUST terminate the connection with an ""unexpected_message"" alert.","The padding sent is automatically verified by the record protection mechanism; upon successful decryption of a TLSCiphertext.encrypted_record, the receiving implementation scans the field from the end toward the beginning until it finds a non-zero octet. This non-zero octet is the content type of the message. This padding scheme was selected because it allows padding of any encrypted TLS record by an arbitrary size (from zero up to TLS record size limits) without introducing new content types. The design also enforces all-zero padding octets, which allows for quick detection of padding errors.","The presence of padding does not change the overall record size limitations: the full encoded TLSInnerPlaintext MUST NOT exceed 2^14 + 1 octets. If the maximum fragment length is reduced --as, for example, by the record_size_limit extension from [RFC8449] --then the reduced limit applies to the full plaintext, including the content type and padding.",5.4,Record Padding,2,5,1,MUST
"If a receiving implementation does not find a non-zero octet in the cleartext, it MUST terminate the connection with an ""unexpected_message"" alert.",A receiving implementation does not find a non-zero octet in the cleartext.,Terminate the connection with an 'unexpected_message' alert.,MUST,"Implementations MUST limit their scanning to the cleartext returned from the AEAD decryption. If a receiving implementation does not find a non-zero octet in the cleartext, it MUST terminate the connection with an ""unexpected_message"" alert.","The padding sent is automatically verified by the record protection mechanism; upon successful decryption of a TLSCiphertext.encrypted_record, the receiving implementation scans the field from the end toward the beginning until it finds a non-zero octet. This non-zero octet is the content type of the message. This padding scheme was selected because it allows padding of any encrypted TLS record by an arbitrary size (from zero up to TLS record size limits) without introducing new content types. The design also enforces all-zero padding octets, which allows for quick detection of padding errors.","The presence of padding does not change the overall record size limitations: the full encoded TLSInnerPlaintext MUST NOT exceed 2^14 + 1 octets. If the maximum fragment length is reduced --as, for example, by the record_size_limit extension from [RFC8449] --then the reduced limit applies to the full plaintext, including the content type and padding.",5.4,Record Padding,2,5,2,MUST
The presence of padding does not change the overall record size limitations: the full encoded TLSInnerPlaintext MUST NOT exceed 2^14 + 1 octets.,The record includes padding (i.e. when padding is present),"The full encoded TLSInnerPlaintext MUST NOT exceed 2^14 + 1 octets, regardless of the presence of padding",MUST NOT,"The presence of padding does not change the overall record size limitations: the full encoded TLSInnerPlaintext MUST NOT exceed 2^14 + 1 octets. If the maximum fragment length is reduced --as, for example, by the record_size_limit extension from [RFC8449] --then the reduced limit applies to the full plaintext, including the content type and padding.","Implementations MUST limit their scanning to the cleartext returned from the AEAD decryption. If a receiving implementation does not find a non-zero octet in the cleartext, it MUST terminate the connection with an ""unexpected_message"" alert.","Selecting a padding policy that suggests when and how much to pad is a complex topic and is beyond the scope of this specification. If the application-layer protocol on top of TLS has its own padding, it may be preferable to pad Application Data TLS records within the application layer. Padding for encrypted Handshake or Alert records must still be handled at the TLS layer, though. Later documents may define padding selection algorithms or define a padding policy request mechanism through TLS extensions or some other means.",5.4,Record Padding,2,6,1,MUST
Implementations SHOULD do a key update as described in Section 4.6.3 prior to reaching these limits.,When the amount of plaintext encrypted under a given set of keys is approaching the cryptographic limits (as described in [AEAD-LIMITS]).,Implement a key update as described in Section 4.6.3.,SHOULD,There are cryptographic limits on the amount of plaintext which can be safely encrypted under a given set of keys. [AEAD-LIMITS] provides an analysis of these limits under the assumption that the underlying primitive (AES or ChaCha20) has no weaknesses. Implementations SHOULD do a key update as described in Section 4.6.3 prior to reaching these limits.,,"For AES-GCM, up to 2^24.5 full-size records (about 24 million) may be encrypted on a given connection while keeping a safety margin of approximately 2^-57 for Authenticated Encryption (AE) security. For ChaCha20/Poly1305, the record sequence number would wrap before the safety limit is reached.",5.5,Limits on Key Usage,2,1,3,SHOULD
"Upon receiving such an alert, the TLS implementation SHOULD indicate end-of-data to the application.",Receiving the alert (close_notify) indicating orderly closure of one direction of the connection,The TLS implementation SHOULD indicate end-of-data to the application,SHOULD,"Alert messages convey a description of the alert and a legacy field that conveyed the severity level of the message in previous versions of TLS. Alerts are divided into two classes: closure alerts and error alerts. In TLS 1.3, the severity is implicit in the type of alert being sent, and the ""level"" field can safely be ignored. The ""close_notify"" alert is used to indicate orderly closure of one direction of the connection. Upon receiving such an alert, the TLS implementation SHOULD indicate end-of-data to the application.","TLS provides an Alert content type to indicate closure information and errors. Like other messages, alert messages are encrypted as specified by the current connection state.","Error alerts indicate abortive closure of the connection (see Section 6.2). Upon receiving an error alert, the TLS implementation SHOULD indicate an error to the application and MUST NOT allow any further data to be sent or received on the connection. Servers and clients MUST forget the secret values and keys established in failed connections, with the exception of the PSKs associated with session tickets, which SHOULD be discarded if possible.",6,Alert Protocol,1,2,5,SHOULD
"Upon receiving an error alert, the TLS implementation SHOULD indicate an error to the application and MUST NOT allow any further data to be sent or received on the connection.",Upon receiving an error alert,"Indicate an error to the application,Do not allow any further data to be sent or received on the connection","MUST NOT, SHOULD","Error alerts indicate abortive closure of the connection (see Section 6.2). Upon receiving an error alert, the TLS implementation SHOULD indicate an error to the application and MUST NOT allow any further data to be sent or received on the connection. Servers and clients MUST forget the secret values and keys established in failed connections, with the exception of the PSKs associated with session tickets, which SHOULD be discarded if possible.","Alert messages convey a description of the alert and a legacy field that conveyed the severity level of the message in previous versions of TLS. Alerts are divided into two classes: closure alerts and error alerts. In TLS 1.3, the severity is implicit in the type of alert being sent, and the ""level"" field can safely be ignored. The ""close_notify"" alert is used to indicate orderly closure of one direction of the connection. Upon receiving such an alert, the TLS implementation SHOULD indicate end-of-data to the application.",All the alerts listed in Section 6.2 MUST be sent with AlertLevel=fatal and MUST be treated as error alerts when received regardless of the AlertLevel in the message. Unknown Alert types MUST be treated as error alerts.,6,Alert Protocol,1,3,2,MUST
"Servers and clients MUST forget the secret values and keys established in failed connections, with the exception of the PSKs associated with session tickets, which SHOULD be discarded if possible.",Failed connections,"Servers and clients MUST forget the secret values and keys established in those failed connections, with the exception that the PSKs associated with session tickets SHOULD be discarded if possible.","MUST, SHOULD","Error alerts indicate abortive closure of the connection (see Section 6.2). Upon receiving an error alert, the TLS implementation SHOULD indicate an error to the application and MUST NOT allow any further data to be sent or received on the connection. Servers and clients MUST forget the secret values and keys established in failed connections, with the exception of the PSKs associated with session tickets, which SHOULD be discarded if possible.","Alert messages convey a description of the alert and a legacy field that conveyed the severity level of the message in previous versions of TLS. Alerts are divided into two classes: closure alerts and error alerts. In TLS 1.3, the severity is implicit in the type of alert being sent, and the ""level"" field can safely be ignored. The ""close_notify"" alert is used to indicate orderly closure of one direction of the connection. Upon receiving such an alert, the TLS implementation SHOULD indicate end-of-data to the application.",All the alerts listed in Section 6.2 MUST be sent with AlertLevel=fatal and MUST be treated as error alerts when received regardless of the AlertLevel in the message. Unknown Alert types MUST be treated as error alerts.,6,Alert Protocol,1,3,3,MUST
All the alerts listed in Section 6.2 MUST be sent with AlertLevel=fatal and MUST be treated as error alerts when received regardless of the AlertLevel in the message.,"Alerts listed in Section 6.2 are subject to the rule,Unknown Alert types are subject to the rule","Alerts MUST be sent with AlertLevel=fatal,Alerts MUST be treated as error alerts when received regardless of the AlertLevel in the message",MUST,All the alerts listed in Section 6.2 MUST be sent with AlertLevel=fatal and MUST be treated as error alerts when received regardless of the AlertLevel in the message. Unknown Alert types MUST be treated as error alerts.,"Error alerts indicate abortive closure of the connection (see Section 6.2). Upon receiving an error alert, the TLS implementation SHOULD indicate an error to the application and MUST NOT allow any further data to be sent or received on the connection. Servers and clients MUST forget the secret values and keys established in failed connections, with the exception of the PSKs associated with session tickets, which SHOULD be discarded if possible.","Note: TLS defines two generic alerts (see Section 6) to use upon failure to parse a message. Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert. Peers which receive a message which is syntactically correct but semantically invalid (e.g., a DHE share of p -1, or an invalid enum) MUST terminate the connection with an ""illegal_parameter"" alert.",6,Alert Protocol,1,4,1,MUST
Unknown Alert types MUST be treated as error alerts.,When an alert with an unknown alert type is received,Treat the unknown alert as an error alert,MUST,All the alerts listed in Section 6.2 MUST be sent with AlertLevel=fatal and MUST be treated as error alerts when received regardless of the AlertLevel in the message. Unknown Alert types MUST be treated as error alerts.,"Error alerts indicate abortive closure of the connection (see Section 6.2). Upon receiving an error alert, the TLS implementation SHOULD indicate an error to the application and MUST NOT allow any further data to be sent or received on the connection. Servers and clients MUST forget the secret values and keys established in failed connections, with the exception of the PSKs associated with session tickets, which SHOULD be discarded if possible.","Note: TLS defines two generic alerts (see Section 6) to use upon failure to parse a message. Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert. Peers which receive a message which is syntactically correct but semantically invalid (e.g., a DHE share of p -1, or an invalid enum) MUST terminate the connection with an ""illegal_parameter"" alert.",6,Alert Protocol,1,4,2,MUST
"Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert","Peer receives a message that cannot be parsed according to the syntax (e.g., having a length extending beyond the message boundary or containing an out-of-range length)",Terminate the connection with a 'decode_error' alert,MUST,"Note: TLS defines two generic alerts (see Section 6) to use upon failure to parse a message. Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert. Peers which receive a message which is syntactically correct but semantically invalid (e.g., a DHE share of p -1, or an invalid enum) MUST terminate the connection with an ""illegal_parameter"" alert.",All the alerts listed in Section 6.2 MUST be sent with AlertLevel=fatal and MUST be treated as error alerts when received regardless of the AlertLevel in the message. Unknown Alert types MUST be treated as error alerts.,,6,Alert Protocol,1,5,2,MUST
"Peers which receive a message which is syntactically correct but semantically invalid (e.g., a DHE share of p -1, or an invalid enum) MUST terminate the connection with an ""illegal_parameter"" alert.","Peer receives a message that is syntactically correct but semantically invalid (e.g., a DHE share of p -1, or an invalid enum)",Terminate the connection with an 'illegal_parameter' alert,MUST,"Note: TLS defines two generic alerts (see Section 6) to use upon failure to parse a message. Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert. Peers which receive a message which is syntactically correct but semantically invalid (e.g., a DHE share of p -1, or an invalid enum) MUST terminate the connection with an ""illegal_parameter"" alert.",All the alerts listed in Section 6.2 MUST be sent with AlertLevel=fatal and MUST be treated as error alerts when received regardless of the AlertLevel in the message. Unknown Alert types MUST be treated as error alerts.,,6,Alert Protocol,1,5,3,MUST
Any data received after a closure alert has been received MUST be ignored.,Any data that is received after a closure alert has been received,The received data MUST be ignored,MUST,close_notify: This alert notifies the recipient that the sender will not send any more messages on this connection. Any data received after a closure alert has been received MUST be ignored.,The client and the server must share knowledge that the connection is ending in order to avoid a truncation attack.,"user_canceled: This alert notifies the recipient that the sender is canceling the handshake for some reason unrelated to a protocol failure. If a user cancels an operation after the handshake is complete, just closing the connection by sending a ""close_notify"" is more appropriate. This alert SHOULD be followed by a ""close_notify"". This alert generally has AlertLevel=warning.",6.1,Closure Alerts,2,2,2,MUST
"This alert SHOULD be followed by a ""close_notify"".",When a user_canceled alert is sent to notify that the sender is canceling the handshake (for reasons unrelated to a protocol failure),The alert SHOULD be followed by a close_notify alert to indicate the sender will not send any more messages on the connection,SHOULD,"user_canceled: This alert notifies the recipient that the sender is canceling the handshake for some reason unrelated to a protocol failure. If a user cancels an operation after the handshake is complete, just closing the connection by sending a ""close_notify"" is more appropriate. This alert SHOULD be followed by a ""close_notify"". This alert generally has AlertLevel=warning.",close_notify: This alert notifies the recipient that the sender will not send any more messages on this connection. Any data received after a closure alert has been received MUST be ignored.,"Either party MAY initiate a close of its write side of the connection by sending a ""close_notify"" alert. Any data received after a closure alert has been received MUST be ignored. If a transport-level close is received prior to a ""close_notify"", the receiver cannot know that all the data that was sent has been received.",6.1,Closure Alerts,2,3,3,SHOULD
"Either party MAY initiate a close of its write side of the connection by sending a ""close_notify"" alert.","A party decides to initiate a close of its write side of the connection (i.e., when it opts to begin the closing process)",The party sends a 'close_notify' alert to initiate the closure of its write side of the connection,MAY,"Either party MAY initiate a close of its write side of the connection by sending a ""close_notify"" alert. Any data received after a closure alert has been received MUST be ignored. If a transport-level close is received prior to a ""close_notify"", the receiver cannot know that all the data that was sent has been received.","user_canceled: This alert notifies the recipient that the sender is canceling the handshake for some reason unrelated to a protocol failure. If a user cancels an operation after the handshake is complete, just closing the connection by sending a ""close_notify"" is more appropriate. This alert SHOULD be followed by a ""close_notify"". This alert generally has AlertLevel=warning.","Each party MUST send a ""close_notify"" alert before closing its write side of the connection, unless it has already sent some error alert. This does not have any effect on its read side of the connection. Note that this is a change from versions of TLS prior to TLS 1.3 in which implementations were required to react to a ""close_notify"" by discarding pending writes and sending an immediate ""close_notify"" alert of their own. That previous requirement could cause truncation in the read side. Both parties need not wait to receive a ""close_notify"" alert before closing their read side of the connection, though doing so would introduce the possibility of truncation.",6.1,Closure Alerts,2,4,1,MAY
Any data received after a closure alert has been received MUST be ignored.,Data received after a closure alert has been received,The data MUST be ignored,MUST,"Either party MAY initiate a close of its write side of the connection by sending a ""close_notify"" alert. Any data received after a closure alert has been received MUST be ignored. If a transport-level close is received prior to a ""close_notify"", the receiver cannot know that all the data that was sent has been received.","user_canceled: This alert notifies the recipient that the sender is canceling the handshake for some reason unrelated to a protocol failure. If a user cancels an operation after the handshake is complete, just closing the connection by sending a ""close_notify"" is more appropriate. This alert SHOULD be followed by a ""close_notify"". This alert generally has AlertLevel=warning.","Each party MUST send a ""close_notify"" alert before closing its write side of the connection, unless it has already sent some error alert. This does not have any effect on its read side of the connection. Note that this is a change from versions of TLS prior to TLS 1.3 in which implementations were required to react to a ""close_notify"" by discarding pending writes and sending an immediate ""close_notify"" alert of their own. That previous requirement could cause truncation in the read side. Both parties need not wait to receive a ""close_notify"" alert before closing their read side of the connection, though doing so would introduce the possibility of truncation.",6.1,Closure Alerts,2,4,2,MUST
"Each party MUST send a ""close_notify"" alert before closing its write side of the connection, unless it has already sent some error alert",A party is about to close its write side of the connection and has not already sent an error alert,The party MUST send a 'close_notify' alert before closing its write side of the connection,MUST,"Each party MUST send a ""close_notify"" alert before closing its write side of the connection, unless it has already sent some error alert. This does not have any effect on its read side of the connection. Note that this is a change from versions of TLS prior to TLS 1.3 in which implementations were required to react to a ""close_notify"" by discarding pending writes and sending an immediate ""close_notify"" alert of their own. That previous requirement could cause truncation in the read side. Both parties need not wait to receive a ""close_notify"" alert before closing their read side of the connection, though doing so would introduce the possibility of truncation.","Either party MAY initiate a close of its write side of the connection by sending a ""close_notify"" alert. Any data received after a closure alert has been received MUST be ignored. If a transport-level close is received prior to a ""close_notify"", the receiver cannot know that all the data that was sent has been received.","If the application protocol using TLS provides that any data may be carried over the underlying transport after the TLS connection is closed, the TLS implementation MUST receive a ""close_notify"" alert before indicating end-of-data to the application layer. No part of this standard should be taken to dictate the manner in which a usage profile for TLS manages its data transport, including when connections are opened or closed.",6.1,Closure Alerts,2,5,1,MUST
"If the application protocol using TLS provides that any data may be carried over the underlying transport after the TLS connection is closed, the TLS implementation MUST receive a ""close_notify"" alert before indicating end-of-data to the application layer.",When the application protocol using TLS allows that any data may be carried over the underlying transport after the TLS connection is closed.,The TLS implementation MUST receive a 'close_notify' alert before indicating end-of-data to the application layer.,MUST,"If the application protocol using TLS provides that any data may be carried over the underlying transport after the TLS connection is closed, the TLS implementation MUST receive a ""close_notify"" alert before indicating end-of-data to the application layer. No part of this standard should be taken to dictate the manner in which a usage profile for TLS manages its data transport, including when connections are opened or closed.","Each party MUST send a ""close_notify"" alert before closing its write side of the connection, unless it has already sent some error alert. This does not have any effect on its read side of the connection. Note that this is a change from versions of TLS prior to TLS 1.3 in which implementations were required to react to a ""close_notify"" by discarding pending writes and sending an immediate ""close_notify"" alert of their own. That previous requirement could cause truncation in the read side. Both parties need not wait to receive a ""close_notify"" alert before closing their read side of the connection, though doing so would introduce the possibility of truncation.",Note: It is assumed that closing the write side of a connection reliably delivers pending data before destroying the transport.,6.1,Closure Alerts,2,6,1,MUST
"Upon transmission or receipt of a fatal alert message, both parties MUST immediately close the connection.","Upon transmission of a fatal alert message,Upon receipt of a fatal alert message",Both parties MUST immediately close the connection,MUST,"Error handling in TLS is very simple. When an error is detected, the detecting party sends a message to its peer. Upon transmission or receipt of a fatal alert message, both parties MUST immediately close the connection.",,"Whenever an implementation encounters a fatal error condition, it SHOULD send an appropriate fatal alert and MUST close the connection without sending or receiving any additional data. In the rest of this specification, when the phrases ""terminate the connection"" and ""abort the handshake"" are used without a specific alert it means that the implementation SHOULD send the alert indicated by the descriptions below. The phrases ""terminate the connection with an X alert"" and ""abort the handshake with an X alert"" mean that the implementation MUST send alert X if it sends any alert. All alerts defined below in this section, as well as all unknown alerts, are universally considered fatal as of TLS 1.3 (see Section 6). The implementation SHOULD provide a way to facilitate logging the sending and receiving of alerts.",6.2,Error Alerts,2,1,3,MUST
"Whenever an implementation encounters a fatal error condition, it SHOULD send an appropriate fatal alert and MUST close the connection without sending or receiving any additional data.",An implementation encounters a fatal error condition.,"The implementation SHOULD send an appropriate fatal alert.,The implementation MUST close the connection without sending or receiving any additional data.","MUST, SHOULD","Whenever an implementation encounters a fatal error condition, it SHOULD send an appropriate fatal alert and MUST close the connection without sending or receiving any additional data. In the rest of this specification, when the phrases ""terminate the connection"" and ""abort the handshake"" are used without a specific alert it means that the implementation SHOULD send the alert indicated by the descriptions below. The phrases ""terminate the connection with an X alert"" and ""abort the handshake with an X alert"" mean that the implementation MUST send alert X if it sends any alert. All alerts defined below in this section, as well as all unknown alerts, are universally considered fatal as of TLS 1.3 (see Section 6). The implementation SHOULD provide a way to facilitate logging the sending and receiving of alerts.","Error handling in TLS is very simple. When an error is detected, the detecting party sends a message to its peer. Upon transmission or receipt of a fatal alert message, both parties MUST immediately close the connection.",The following error alerts are defined:,6.2,Error Alerts,2,2,1,MUST
"In the rest of this specification, when the phrases ""terminate the connection"" and ""abort the handshake"" are used without a specific alert it means that the implementation SHOULD send the alert indicated by the descriptions below.",When the phrases 'terminate the connection' and 'abort the handshake' are used without specifying an alert,The implementation SHOULD send the alert indicated by the descriptions below,SHOULD,"Whenever an implementation encounters a fatal error condition, it SHOULD send an appropriate fatal alert and MUST close the connection without sending or receiving any additional data. In the rest of this specification, when the phrases ""terminate the connection"" and ""abort the handshake"" are used without a specific alert it means that the implementation SHOULD send the alert indicated by the descriptions below. The phrases ""terminate the connection with an X alert"" and ""abort the handshake with an X alert"" mean that the implementation MUST send alert X if it sends any alert. All alerts defined below in this section, as well as all unknown alerts, are universally considered fatal as of TLS 1.3 (see Section 6). The implementation SHOULD provide a way to facilitate logging the sending and receiving of alerts.","Error handling in TLS is very simple. When an error is detected, the detecting party sends a message to its peer. Upon transmission or receipt of a fatal alert message, both parties MUST immediately close the connection.",The following error alerts are defined:,6.2,Error Alerts,2,2,2,SHOULD
"The phrases ""terminate the connection with an X alert"" and ""abort the handshake with an X alert"" mean that the implementation MUST send alert X if it sends any alert.",When the implementation sends any alert in response to the directive to 'terminate the connection with an X alert' or 'abort the handshake with an X alert'.,The implementation MUST send alert X if it sends any alert.,MUST,"Whenever an implementation encounters a fatal error condition, it SHOULD send an appropriate fatal alert and MUST close the connection without sending or receiving any additional data. In the rest of this specification, when the phrases ""terminate the connection"" and ""abort the handshake"" are used without a specific alert it means that the implementation SHOULD send the alert indicated by the descriptions below. The phrases ""terminate the connection with an X alert"" and ""abort the handshake with an X alert"" mean that the implementation MUST send alert X if it sends any alert. All alerts defined below in this section, as well as all unknown alerts, are universally considered fatal as of TLS 1.3 (see Section 6). The implementation SHOULD provide a way to facilitate logging the sending and receiving of alerts.","Error handling in TLS is very simple. When an error is detected, the detecting party sends a message to its peer. Upon transmission or receipt of a fatal alert message, both parties MUST immediately close the connection.",The following error alerts are defined:,6.2,Error Alerts,2,2,3,MUST
The implementation SHOULD provide a way to facilitate logging the sending and receiving of alerts.,When alerts are sent or received.,The implementation SHOULD provide a way to facilitate logging the sending and receiving of alerts.,SHOULD,"Whenever an implementation encounters a fatal error condition, it SHOULD send an appropriate fatal alert and MUST close the connection without sending or receiving any additional data. In the rest of this specification, when the phrases ""terminate the connection"" and ""abort the handshake"" are used without a specific alert it means that the implementation SHOULD send the alert indicated by the descriptions below. The phrases ""terminate the connection with an X alert"" and ""abort the handshake with an X alert"" mean that the implementation MUST send alert X if it sends any alert. All alerts defined below in this section, as well as all unknown alerts, are universally considered fatal as of TLS 1.3 (see Section 6). The implementation SHOULD provide a way to facilitate logging the sending and receiving of alerts.","Error handling in TLS is very simple. When an error is detected, the detecting party sends a message to its peer. Upon transmission or receipt of a fatal alert message, both parties MUST immediately close the connection.",The following error alerts are defined:,6.2,Error Alerts,2,2,5,SHOULD
"Sending this alert is OPTIONAL; servers MAY instead choose to send a ""decrypt_error"" alert to merely indicate an invalid PSK identity.",When PSK key establishment is desired but no acceptable PSK identity is provided by the client.,Servers MAY choose to send a 'decrypt_error' alert to merely indicate an invalid PSK identity in lieu of sending the unknown_psk_identity alert.,"MAY, OPTIONAL","unknown_psk_identity: Sent by servers when PSK key establishment is desired but no acceptable PSK identity is provided by the client. Sending this alert is OPTIONAL; servers MAY instead choose to send a ""decrypt_error"" alert to merely indicate an invalid PSK identity.","bad_certificate_status_response: Sent by clients when an invalid or unacceptable OCSP response is provided by the server via the ""status_request"" extension (see [RFC6066]).",certificate_required: Sent by servers when a client certificate is desired but none was provided by the client.,6.2,Error Alerts,2,26,2,MAY
"Once all the values which are to be derived from a given secret have been computed, that secret SHOULD be erased.",All values which are to be derived from a given secret have been computed.,Erase the given secret (it SHOULD be erased).,SHOULD,"Once all the values which are to be derived from a given secret have been computed, that secret SHOULD be erased.","There are multiple potential Early Secret values, depending on which PSK the server ultimately selects. The client will need to compute one for each potential PSK; if no PSK is selected, it will then need to compute the Early Secret corresponding to the zero PSK.",,7.1,Key Schedule,2,15,1,SHOULD
"Once client_/server_application_traffic_secret_N+1 and its associated traffic keys have been computed, implementations SHOULD delete client_/server_application_traffic_secret_N and its associated traffic keys.",client_/server_application_traffic_secret_N+1 and its associated traffic keys have been computed,delete client_/server_application_traffic_secret_N and its associated traffic keys,SHOULD,"Once client_/server_application_traffic_secret_N+1 and its associated traffic keys have been computed, implementations SHOULD delete client_/server_application_traffic_secret_N and its associated traffic keys.",The next-generation application_traffic_secret is computed as:,,7.2,Updating Traffic Secrets,2,3,1,SHOULD
"Note that this octet string (""Z"" in IEEE 1363 terminology) as output by FE2OSP (the Field Element to Octet String Conversion Primitive) has constant length for any given field; leading zeros found in this octet string MUST NOT be truncated.",An octet string produced by FE2OSP with constant length for the given field.,Leading zeros found in this octet string MUST NOT be truncated.,MUST NOT,"For secp256r1, secp384r1, and secp521r1, ECDH calculations (including parameter and key generation as well as the shared secret calculation) are performed according to [IEEE1363] using the ECKAS-DH1 scheme with the identity map as the key derivation function (KDF), so that the shared secret is the x-coordinate of the ECDH shared secret elliptic curve point represented as an octet string. Note that this octet string (""Z"" in IEEE 1363 terminology) as output by FE2OSP (the Field Element to Octet String Conversion Primitive) has constant length for any given field; leading zeros found in this octet string MUST NOT be truncated.",,(Note that this use of the identity KDF is a technicality. The complete picture is that ECDH is employed with a non-trivial KDF because TLS does not directly use this secret for anything other than for computing other secrets.),7.4.2,Elliptic Curve Diffie-Hellman,3,1,2,MUST
"For these curves, implementations SHOULD use the approach specified in [RFC7748] to calculate the Diffie-Hellman shared secret","When operating on the specified elliptic curves,When the computed Diffie-Hellman shared secret results in the all-zero value,When an alternative implementation of these elliptic curves is used","Use the approach specified in RFC7748 to calculate the Diffie-Hellman shared secret,Check if the computed Diffie-Hellman shared secret is the all-zero value and abort if so, as described in Section 6 of RFC7748,Perform the additional checks specified in Section 7 of RFC7748 when using an alternative implementation",SHOULD,"For these curves, implementations SHOULD use the approach specified in [RFC7748] to calculate the Diffie-Hellman shared secret. Implementations MUST check whether the computed Diffie-Hellman shared secret is the all-zero value and abort if so, as described in Section 6 of [RFC7748]. If implementors use an alternative implementation of these elliptic curves, they SHOULD perform the additional checks specified in Section 7 of [RFC7748].","-The ECDH shared secret is the result of applying the ECDH scalar multiplication function to the secret key (into scalar input) and the peer's public key (into u-coordinate point input). The output is used raw, with no processing.",,7.4.2,Elliptic Curve Diffie-Hellman,3,6,1,SHOULD
"Implementations MUST check whether the computed Diffie-Hellman shared secret is the all-zero value and abort if so, as described in Section 6 of [RFC7748].",The computed Diffie-Hellman shared secret is the all-zero value.,"Implementations MUST check whether the computed Diffie-Hellman shared secret is the all-zero value and abort the operation if that condition is met, as described in Section 6 of [RFC7748].",MUST,"For these curves, implementations SHOULD use the approach specified in [RFC7748] to calculate the Diffie-Hellman shared secret. Implementations MUST check whether the computed Diffie-Hellman shared secret is the all-zero value and abort if so, as described in Section 6 of [RFC7748]. If implementors use an alternative implementation of these elliptic curves, they SHOULD perform the additional checks specified in Section 7 of [RFC7748].","-The ECDH shared secret is the result of applying the ECDH scalar multiplication function to the secret key (into scalar input) and the peer's public key (into u-coordinate point input). The output is used raw, with no processing.",,7.4.2,Elliptic Curve Diffie-Hellman,3,6,2,MUST
"If implementors use an alternative implementation of these elliptic curves, they SHOULD perform the additional checks specified in Section 7 of [RFC7748].",Implementors use an alternative implementation of these elliptic curves.,Perform the additional checks specified in Section 7 of [RFC7748].,SHOULD,"For these curves, implementations SHOULD use the approach specified in [RFC7748] to calculate the Diffie-Hellman shared secret. Implementations MUST check whether the computed Diffie-Hellman shared secret is the all-zero value and abort if so, as described in Section 6 of [RFC7748]. If implementors use an alternative implementation of these elliptic curves, they SHOULD perform the additional checks specified in Section 7 of [RFC7748].","-The ECDH shared secret is the result of applying the ECDH scalar multiplication function to the secret key (into scalar input) and the peer's public key (into u-coordinate point input). The output is used raw, with no processing.",,7.4.2,Elliptic Curve Diffie-Hellman,3,6,3,SHOULD
Implementations MUST use the exporter_master_secret unless explicitly specified by the application.,No explicit specification by the application to use a different exporter secret,Implementations MUST use the exporter_master_secret,MUST,Where Secret is either the early_exporter_master_secret or the exporter_master_secret. Implementations MUST use the exporter_master_secret unless explicitly specified by the application. The early_exporter_master_secret is defined for use in settings where an exporter is needed for 0-RTT data. A separate interface for the early exporter is RECOMMENDED; this avoids the exporter user accidentally using an early exporter when a regular one is desired or vice versa.,"TLS-Exporter(label, context_value, key_length) = HKDF-Expand-Label(Derive-Secret(Secret, label, """"), ""exporter"", Hash(context_value), key_length)","If no context is provided, the context_value is zero length. Consequently, providing no context computes the same value as providing an empty context. This is a change from previous versions of TLS where an empty context produced a different output than an absent context. As of this document's publication, no allocated exporter label is used both with and without a context. Future specifications MUST NOT define a use of exporters that permit both an empty context and no context with the same label. New uses of exporters SHOULD provide a context in all exporter computations, though the value could be empty.",7.5,Exporters,2,4,2,MUST
