SR Text,Conditions,Actions,Role,Keywords,Current Paragraph,Previous Paragraph,Next Paragraph,Section Number,Section Title,Section Level,Paragraph Index,Sentence Index,status_code,field_name,content_coding,method,syntax,class,First_Keyword
"A server that is not the origin server for the target resource and cannot act as a cache for requests on the target resource MUST NOT evaluate the conditional request header fields defined by this specification, and it MUST forward them if the request is forwarded, since the generating client intends that they be evaluated by a server that can provide a current representation.","The server is not the origin server for the target resource and cannot act as a cache for requests on the target resource.,The received request uses a method that does not involve the selection or modification of a selected representation (e.g., CONNECT, OPTIONS, or TRACE).","The server MUST NOT evaluate the conditional request header fields defined by the specification and, if the request is forwarded, it MUST forward these header fields.,The server MUST ignore the conditional request header fields when received with a request method that does not involve the selection or modification of a selected representation.",Server,MUST NOT,"A server that is not the origin server for the target resource and cannot act as a cache for requests on the target resource MUST NOT evaluate the conditional request header fields defined by this specification, and it MUST forward them if the request is forwarded, since the generating client intends that they be evaluated by a server that can provide a current representation. Likewise, a server MUST ignore the conditional request header fields defined by this specification when received with a request method that does not involve the selection or modification of a selected representation, such as CONNECT, OPTIONS, or TRACE.","Except when excluded below, a recipient cache or origin server MUST evaluate received request preconditions after it has successfully performed its normal request checks and just before it would process the request content (if any) or perform the action associated with the request method. A server MUST ignore all received preconditions if its response to the same request without those conditions, prior to processing the request content, would have been a status code other than a 2xx (Successful) or 412 (Precondition Failed). In other words, redirects and failures that can be detected before significant processing occurs take precedence over the evaluation of preconditions.","Note that protocol extensions can modify the conditions under which preconditions are evaluated or the consequences of their evaluation. For example, the immutable cache directive (defined by [RFC8246]) instructs caches to forgo forwarding conditional requests when they hold a fresh response.",13.2.1,When to Evaluate,3,2,1,,,,,,F2,MUST
A recipient cache or origin server MUST evaluate the request preconditions defined by this specification in the following order: 1.,"When a request is received by a recipient cache or origin server that includes conditional request header fields (e.g. If-Match or If-Unmodified-Since).,Specifically, when the recipient is the origin server and the If-Match header is present, and when the recipient is the origin server with If-Match not present but the If-Unmodified-Since header is present.","The recipient cache or origin server MUST evaluate the request preconditions defined by the specification in the prescribed order, beginning with the evaluation of the If-Match precondition (if present) followed by evaluation of the If-Unmodified-Since precondition (if If-Match is not present).","Cache,Origin Server",MUST,"A recipient cache or origin server MUST evaluate the request preconditions defined by this specification in the following order: 1. When recipient is the origin server and If-Match is present, evaluate the If-Match precondition:","When more than one conditional request header field is present in a request, the order in which the fields are evaluated becomes important. In practice, the fields defined in this document are consistently implemented in a single, logical order, since ""lost update"" preconditions have more strict requirements than cache validation, a validated cache is more efficient than a partial response, and entity tags are presumed to be more accurate than date validators.","2. When recipient is the origin server, If-Match is not present, and If-Unmodified-Since is present, evaluate the If-Unmodified-Since precondition:",13.2.2,Precedence of Preconditions,3,2,1,,,,,,F2,MUST
"Since there is no predefined limit to the length of content, recipients MUST anticipate potentially large decimal numerals and prevent parsing errors due to integer conversion overflows.","There is no predefined limit to the length of content, which implies that the content may include very large decimal numerals.",Recipients MUST anticipate potentially large decimal numerals and prevent parsing errors due to integer conversion overflows.,Recipient,MUST,"In the byte-range syntax, first-pos, last-pos, and suffix-length are expressed as decimal number of octets. Since there is no predefined limit to the length of content, recipients MUST anticipate potentially large decimal numerals and prevent parsing errors due to integer conversion overflows.","When a selected representation has zero length, the only satisfiable form of range-spec in a GET request is a suffix-range with a non-zero suffix-length.",,14.1.2,Byte Ranges,3,18,2,,,,,,A5,MUST
A server that does not support any kind of range request for the target resource MAY send,The server does not support any kind of range request for the target resource.,The server MAY send the 'Accept-Ranges: none' header.,Server,MAY,A server that does not support any kind of range request for the target resource MAY send,"Conversely, a client MUST NOT assume that receiving an Accept-Ranges field means that future range requests will return partial responses. The content might change, the server might only support range requests at certain times or under certain conditions, or a different intermediary might process the next request.",Accept-Ranges: none,14.3,Accept-Ranges,2,7,1,,,,,,F3,MAY
"For byte ranges, a sender SHOULD indicate the complete length of the representation from which the range has been extracted, unless the complete length is unknown or difficult to determine.","The sender is transmitting a byte range from a representation,The complete length of the representation is known and not difficult to determine",The sender SHOULD indicate the complete length of the representation from which the range has been extracted,Sender,SHOULD,"For byte ranges, a sender SHOULD indicate the complete length of the representation from which the range has been extracted, unless the complete length is unknown or difficult to determine. An asterisk character (""*"") in place of the complete-length indicates that the representation length was unknown when the header field was generated.","Content-Range might also be sent as a request modifier to request a partial PUT, as described in Section 14.5, based on private agreements between client and origin server. A server MUST ignore a Content-Range header field received in a request with a method for which Content-Range support is not defined.",The following example illustrates when the complete length of the selected representation is known by the sender to be 1234 bytes:,14.4,Content-Range,2,4,1,,,,,,F3,SHOULD
"A server MUST NOT generate a multipart response to a request for a single range, since a client that does not request multiple parts might not support multipart responses.",A request for a single range from a client that does not request multiple parts,The server MUST NOT generate a multipart response,Server,MUST NOT,"A server MUST NOT generate a multipart response to a request for a single range, since a client that does not request multiple parts might not support multipart responses. However, a server MAY generate a ""multipart/byteranges"" response with only a single body part if multiple ranges were requested and only one range was found to be satisfiable or only one range remained after coalescing. A client that cannot process a ""multipart/byteranges"" response MUST NOT generate a request that asks for multiple ranges.","When multiple ranges are requested, a server MAY coalesce any of the ranges that overlap, or that are separated by a gap that is smaller than the overhead of sending multiple parts, regardless of the order in which the corresponding range-spec appeared in the received Range header field. Since the typical overhead between each part of a ""multipart/byteranges"" is around 80 bytes, depending on the selected representation's media type and the chosen boundary parameter length, it can be less efficient to transfer many small disjoint parts than it is to transfer the entire selected representation.","A server that generates a multipart response SHOULD send the parts in the same order that the corresponding range-spec appeared in the received Range header field, excluding those ranges that were deemed unsatisfiable or that were coalesced into other ranges. A client that receives a multipart response MUST inspect the Content-Range header field present in each body part in order to determine which range is contained in that body part; a client cannot rely on receiving the same ranges that it requested, nor the same order that it requested.",15.3.7,206 Partial Content,3,18,1,,,,,,F3,MUST
"However, a server MAY generate a ""multipart/byteranges"" response with only a single body part if multiple ranges were requested and only one range was found to be satisfiable or only one range remained after coalescing.",Multiple ranges were requested and either only one range was found to be satisfiable or only one range remained after coalescing,"The server MAY generate a ""multipart/byteranges"" response with only a single body part",Server,MAY,"A server MUST NOT generate a multipart response to a request for a single range, since a client that does not request multiple parts might not support multipart responses. However, a server MAY generate a ""multipart/byteranges"" response with only a single body part if multiple ranges were requested and only one range was found to be satisfiable or only one range remained after coalescing. A client that cannot process a ""multipart/byteranges"" response MUST NOT generate a request that asks for multiple ranges.","When multiple ranges are requested, a server MAY coalesce any of the ranges that overlap, or that are separated by a gap that is smaller than the overhead of sending multiple parts, regardless of the order in which the corresponding range-spec appeared in the received Range header field. Since the typical overhead between each part of a ""multipart/byteranges"" is around 80 bytes, depending on the selected representation's media type and the chosen boundary parameter length, it can be less efficient to transfer many small disjoint parts than it is to transfer the entire selected representation.","A server that generates a multipart response SHOULD send the parts in the same order that the corresponding range-spec appeared in the received Range header field, excluding those ranges that were deemed unsatisfiable or that were coalesced into other ranges. A client that receives a multipart response MUST inspect the Content-Range header field present in each body part in order to determine which range is contained in that body part; a client cannot rely on receiving the same ranges that it requested, nor the same order that it requested.",15.3.7,206 Partial Content,3,18,2,,,,,,F3,MAY
The server SHOULD generate content containing a list of available representation characteristics and corresponding resource identifiers from which the user or user agent can choose the one most appropriate.,When the target resource does not have a current representation acceptable to the user agent (triggering a 406 Not Acceptable situation and indicating that the server is unwilling to supply a default representation),The server SHOULD generate content containing a list of available representation characteristics and corresponding resource identifiers from which the user or user agent can choose the one most appropriate,Server,SHOULD,"The server SHOULD generate content containing a list of available representation characteristics and corresponding resource identifiers from which the user or user agent can choose the one most appropriate. A user agent MAY automatically select the most appropriate choice from that list. However, this specification does not define any standard for such automatic selection, as described in Section 15.4.1.","The 406 (Not Acceptable) status code indicates that the target resource does not have a current representation that would be acceptable to the user agent, according to the proactive negotiation header fields received in the request (Section 12.1), and the server is unwilling to supply a default representation.",,15.5.7,406 Not Acceptable,3,2,1,,,,,,F4,SHOULD
The server SHOULD generate content that includes enough information for a user to recognize the source of the conflict.,When a conflict occurs—typically resulting in a 409 (Conflict) response—indicating that the request could not be completed due to a conflict with the current state of the target resource.,The server SHOULD generate content that includes enough information for a user to recognize the source of the conflict.,Origin Server,SHOULD,The 409 (Conflict) status code indicates that the request could not be completed due to a conflict with the current state of the target resource. This code is used in situations where the user might be able to resolve the conflict and resubmit the request. The server SHOULD generate content that includes enough information for a user to recognize the source of the conflict.,,"Conflicts are most likely to occur in response to a PUT request. For example, if versioning were being used and the representation being PUT included changes to a resource that conflict with those made by an earlier (third-party) request, the origin server might use a 409 response to indicate that it can't complete the request. In this case, the response representation would likely contain information useful for merging the differences based on the revision history.",15.5.10,409 Conflict,3,1,3,,,,,,F4,SHOULD
"The server MAY terminate the request, if the protocol version in use allows it; otherwise, the server MAY close the connection.","if the protocol version in use allows termination,if the protocol version in use does not allow termination (implied by 'otherwise')","terminate the request,close the connection",Server,MAY,"The 413 (Content Too Large) status code indicates that the server is refusing to process a request because the request content is larger than the server is willing or able to process. The server MAY terminate the request, if the protocol version in use allows it; otherwise, the server MAY close the connection.",,"If the condition is temporary, the server SHOULD generate a Retry-After header field to indicate that it is temporary and after what time the client MAY try again.",15.5.14,413 Content Too Large,3,1,2,,,,,,D2,MAY
"It MUST conform to the field-name syntax defined in Section 5.1, and it SHOULD be restricted to just letters, digits, and hyphen ('-') characters, with the first character being a letter.",When a registration request includes a 'Field name' value.,"The provided field name MUST conform to the field-name syntax defined in Section 5.1.,It SHOULD be restricted to letters, digits, and hyphen ('-') characters, with the first character being a letter.",Sender,"MUST, SHOULD","Field name: The requested field name. It MUST conform to the field-name syntax defined in Section 5.1, and it SHOULD be restricted to just letters, digits, and hyphen ('-') characters, with the first character being a letter.",Registration requests consist of the following information:,"Status: ""permanent"", ""provisional"", ""deprecated"", or ""obsoleted"".",16.3.1,Field Name Registry,3,6,2,,,,,,C6,MUST
A recipient MUST parse an HTTP message as a sequence of octets in an encoding that is a superset of US-ASCII [USASCII].,When a recipient receives an HTTP message to be parsed,The recipient MUST parse the HTTP message as a sequence of octets in an encoding that is a superset of US-ASCII [USASCII],Recipient,MUST,"A recipient MUST parse an HTTP message as a sequence of octets in an encoding that is a superset of US-ASCII [USASCII]. Parsing an HTTP message as a stream of Unicode characters, without regard for the specific encoding, creates security vulnerabilities due to the varying ways that string processing libraries handle invalid multibyte character sequences that contain the octet LF (%x0A). String-based parsers can only be safely used within protocol elements after the element has been extracted from the message, such as within a header field line value after message parsing has delineated the individual field lines.","The normal procedure for parsing an HTTP message is to read the start-line into a structure, read each header field line into a hash table by field name until the empty line, and then use the parsed data to determine if a message body is expected. If a message body has been indicated, then it is read as a stream until an amount of octets equal to the message body length is read or the connection is closed.","Although the line terminator for the start-line and fields is the sequence CRLF, a recipient MAY recognize a single LF as a line terminator and ignore any preceding CR.",2.2,Message Parsing,2,2,1,,,,,,A1,MUST
A sender MUST NOT send whitespace between the start-line and the first header field.,When constructing an HTTP message immediately following the start-line and before the first header field,The sender MUST NOT send any whitespace between the start-line and the first header field,Sender,MUST NOT,A sender MUST NOT send whitespace between the start-line and the first header field.,"In the interest of robustness, a server that is expecting to receive and parse a request-line SHOULD ignore at least one empty line (CRLF) received prior to the request-line.","A recipient that receives whitespace between the start-line and the first header field MUST either reject the message as invalid or consume each whitespace-preceded line without further processing of it (i.e., ignore the entire line, along with any subsequent lines preceded by whitespace, until a properly formed header field is received or the header section is terminated). Rejection or removal of invalid whitespace-preceded lines is necessary to prevent their misinterpretation by downstream recipients that might be vulnerable to request smuggling (Section 11.2) or response splitting (Section 11.1) attacks.",2.2,Message Parsing,2,7,1,,,,,,A3,MUST
"A recipient that receives whitespace between the start-line and the first header field MUST either reject the message as invalid or consume each whitespace-preceded line without further processing of it (i.e., ignore the entire line, along with any subsequent lines preceded by whitespace, until a properly formed header field is received or the header section is terminated).",Whitespace is received between the start-line and the first header field.,"The recipient MUST either reject the message as invalid or consume each whitespace-preceded line without further processing (i.e., ignore the entire line, along with any subsequent lines preceded by whitespace, until a properly formed header field is received or the header section is terminated).",Recipient,MUST,"A recipient that receives whitespace between the start-line and the first header field MUST either reject the message as invalid or consume each whitespace-preceded line without further processing of it (i.e., ignore the entire line, along with any subsequent lines preceded by whitespace, until a properly formed header field is received or the header section is terminated). Rejection or removal of invalid whitespace-preceded lines is necessary to prevent their misinterpretation by downstream recipients that might be vulnerable to request smuggling (Section 11.2) or response splitting (Section 11.1) attacks.",A sender MUST NOT send whitespace between the start-line and the first header field.,"When a server listening only for HTTP request messages, or processing what appears from the start-line to be an HTTP request message, receives a sequence of octets that does not match the HTTP-message grammar aside from the robustness exceptions listed above, the server SHOULD respond with a 400 (Bad Request) response and close the connection.",2.2,Message Parsing,2,8,1,,,,,,A3,MUST
"A server MAY send an HTTP/1.0 response to an HTTP/1.1 request if it is known or suspected that the client incorrectly implements the HTTP specification and is incapable of correctly processing later version responses, such as when a client fails to parse the version number correctly or when an intermediary is known to blindly forward the HTTP-version even when it doesn't conform to the given minor version of the protocol.","The client is known or suspected to incorrectly implement the HTTP specification, such as when it fails to parse the version number correctly or when an intermediary blindly forwards the HTTP-version even if it does not conform to the given minor version of the protocol.,Specific client attributes are detected (e.g., one or more request header fields like User-Agent uniquely match values from a client known to be in error).",The server MAY send an HTTP/1.0 response to an HTTP/1.1 request.,Server,MAY,"A server MAY send an HTTP/1.0 response to an HTTP/1.1 request if it is known or suspected that the client incorrectly implements the HTTP specification and is incapable of correctly processing later version responses, such as when a client fails to parse the version number correctly or when an intermediary is known to blindly forward the HTTP-version even when it doesn't conform to the given minor version of the protocol. Such protocol downgrades SHOULD NOT be performed unless triggered by specific client attributes, such as when one or more of the request header fields (e.g., User-Agent) uniquely match the values sent by a client known to be in error.","Intermediaries that process HTTP messages (i.e., all intermediaries other than those acting as tunnels) MUST send their own HTTP-version in forwarded messages, unless it is purposefully downgraded as a workaround for an upstream issue. In other words, an intermediary is not allowed to blindly forward the start-line without ensuring that the protocol version in that message matches a version to which that intermediary is conformant for both the receiving and sending of messages. Forwarding an HTTP message without rewriting the HTTP-version might result in communication errors when downstream recipients use the message sender's version to determine what features are safe to use for later communication with that sender.",,2.3,HTTP Version,2,5,1,,,,,,A4,MAY
"A recipient SHOULD NOT attempt to autocorrect and then process the request without a redirect, since the invalid request-line might be deliberately crafted to bypass security filters along the request chain.","When a received HTTP request contains an invalid request-line (e.g., due to improperly encoded whitespace)",The recipient SHOULD NOT attempt to autocorrect and then process the request without issuing a redirect,Recipient,SHOULD NOT,"Recipients of an invalid request-line SHOULD respond with either a 400 (Bad Request) error or a 301 (Moved Permanently) redirect with the request-target properly encoded. A recipient SHOULD NOT attempt to autocorrect and then process the request without a redirect, since the invalid request-line might be deliberately crafted to bypass security filters along the request chain.","No whitespace is allowed in the request-target. Unfortunately, some user agents fail to properly encode or exclude whitespace found in hypertext references, resulting in those disallowed characters being sent as the request-target in a malformed request-line.","A client MUST send a Host header field (Section 7.2 of [HTTP]) in all HTTP/1.1 request messages. If the target URI includes an authority component, then a client MUST send a field value for Host that is identical to that authority component, excluding any userinfo subcomponent and its ""@"" delimiter (Section 4.2 of [HTTP]). If the authority component is missing or undefined for the target URI, then a client MUST send a Host header field with an empty field value.",3.2,Request Target,2,3,2,,,,,,A3,SHOULD
A server MUST accept the absolute-form in requests even though most HTTP/1.1 clients will only send the absolute-form to a proxy.,A request using the absolute-form in its request-target,The server MUST accept such requests that use the absolute-form,Server,MUST,A server MUST accept the absolute-form in requests even though most HTTP/1.1 clients will only send the absolute-form to a proxy.,"When an origin server receives a request with an absolute-form of request-target, the origin server MUST ignore the received Host header field (if any) and instead use the host information of the request-target. Note that if the request-target does not have an authority component, an empty Host header field will be sent in this case.",,3.2.2,absolute-form,3,8,1,,,,,,A3,MUST
"A server MUST send the space that separates the status-code from the reason-phrase even when the reason-phrase is absent (i.e., the status-line would end with the space).",The reason-phrase is absent in the status-line.,"The server MUST send the space that separates the status-code from the reason-phrase, ensuring that the status-line ends with a space.",Server,MUST,"A client SHOULD ignore the reason-phrase content because it is not a reliable channel for information (it might be translated for a given locale, overwritten by intermediaries, or discarded when the message is forwarded via other versions of HTTP). A server MUST send the space that separates the status-code from the reason-phrase even when the reason-phrase is absent (i.e., the status-line would end with the space).","The reason-phrase element exists for the sole purpose of providing a textual description associated with the numeric status code, mostly out of deference to earlier Internet application protocols that were more frequently used with interactive text clients.",,4,Status Line,1,6,2,,,,,,A3,MUST
"A sender MUST NOT generate a message that includes line folding (i.e., that has any field line value that contains a match to the obs-fold rule) unless the message is intended for packaging within the ""message/http"" media type.","When a sender is about to generate a message that includes line folding (i.e., any field line value contains a match to the obs-fold rule) and the message is not intended for packaging within the 'message/http' media type.",The sender MUST NOT generate such a message.,Sender,MUST NOT,"A sender MUST NOT generate a message that includes line folding (i.e., that has any field line value that contains a match to the obs-fold rule) unless the message is intended for packaging within the ""message/http"" media type.","Historically, HTTP/1.x field values could be extended over multiple lines by preceding each extra line with at least one space or horizontal tab (obs-fold). This specification deprecates such line folding except within the ""message/http"" media type (Section 10.1).","A server that receives an obs-fold in a request message that is not within a ""message/http"" container MUST either reject the message by sending a 400 (Bad Request), preferably with a representation explaining that obsolete line folding is unacceptable, or replace each received obs-fold with one or more SP octets prior to interpreting the field value or forwarding the message downstream.",5.2,Obsolete Line Folding,2,2,1,,,,,,C3,MUST
"Regardless, the server MUST close the connection after responding to such a request to avoid the potential attacks.","A request that contains both Content-Length and Transfer-Encoding header fields or is processed based solely on the Transfer-Encoding header field, potentially exposing the connection to vulnerabilities such as request smuggling or response splitting.",The server MUST close the connection after responding to such a request.,Server,MUST,"A server MAY reject a request that contains both Content-Length and Transfer-Encoding or process such a request in accordance with the Transfer-Encoding alone. Regardless, the server MUST close the connection after responding to such a request to avoid the potential attacks.","Early implementations of Transfer-Encoding would occasionally send both a chunked transfer coding for message framing and an estimated Content-Length header field for use by progress bars. This is why Transfer-Encoding is defined as overriding Content-Length, as opposed to them being mutually incompatible. Unfortunately, forwarding such a message can lead to vulnerabilities regarding request smuggling (Section 11.2) or response splitting (Section 11.1) attacks if any downstream recipient fails to parse the message according to this specification, particularly when a downstream recipient only implements HTTP/1.0.","A server or client that receives an HTTP/1.0 message containing a Transfer-Encoding header field MUST treat the message as if the framing is faulty, even if a Content-Length is present, and close the connection after processing the message. The message sender might have retained a portion of the message, in buffer, that could be misinterpreted by further use of the connection.",6.1,Transfer-Encoding,2,14,2,,,,,,D2,MUST
"If the sender closes the connection or the recipient times out before the indicated number of octets are received, the recipient MUST consider the message to be incomplete and close the connection","The sender closes the connection,The recipient times out before the indicated number of octets are received",The recipient MUST consider the message to be incomplete and close the connection,Recipient,MUST,"5. If a message is received without Transfer-Encoding and with an invalid Content-Length header field, then the message framing is invalid and the recipient MUST treat it as an unrecoverable error, unless the field value can be successfully parsed as a comma-separated list (Section 5.6.1 of [HTTP]), all values in the list are valid, and all values in the list are the same (in which case, the message is processed with that single value used as the Content-Length field value). If the unrecoverable error is in a request message, the server MUST respond with a 400 (Bad Request) status code and then close the connection. If it is in a response message received by a proxy, the proxy MUST close the connection to the server, discard the received response, and send a 502 (Bad Gateway) response to the client. If it is in a response message received by a user agent, the user agent MUST close the connection to the server and discard the received response. 6. If a valid Content-Length header field is present without Transfer-Encoding, its decimal value defines the expected message body length in octets. If the sender closes the connection or the recipient times out before the indicated number of octets are received, the recipient MUST consider the message to be incomplete and close the connection. 7. If this is a request message and none of the above are true, then the message body length is zero (no message body is present). 8. Otherwise, this is a response message without a declared message body length, so the message body length is determined by the number of octets received prior to the server closing the connection.","The length of a message body is determined by one of the following (in order of precedence): 1. Any response to a HEAD request and any response with a 1xx (Informational), 204 (No Content), or 304 (Not Modified) status code is always terminated by the first empty line after the header fields, regardless of the header fields present in the message, and thus cannot contain a message body or trailer section. 2. Any 2xx (Successful) response to a CONNECT request implies that the connection will become a tunnel immediately after the empty line that concludes the header fields. A client MUST ignore any Content-Length or Transfer-Encoding header fields received in such a message. 3. If a message is received with both a Transfer-Encoding and a Content-Length header field, the Transfer-Encoding overrides the Content-Length. Such a message might indicate an attempt to perform request smuggling (Section 11.2) or response splitting (Section 11.1) and ought to be handled as an error. An intermediary that chooses to forward the message MUST first remove the received Content-Length field and process the Transfer-Encoding (as described below) prior to forwarding the message downstream. 4. If a Transfer-Encoding header field is present and the chunked transfer coding (Section 7.1) is the final encoding, the message body length is determined by reading and decoding the chunked data until the transfer coding indicates the data is complete.","Since there is no way to distinguish a successfully completed, close-delimited response message from a partially received message interrupted by network failure, a server SHOULD generate encoding or length-delimited messages whenever possible. The close-delimiting feature exists primarily for backwards compatibility with HTTP/1.0.",6.3,Message Body Length,2,2,8,,,,,,A5,MUST
"Since there is no way to distinguish a successfully completed, close-delimited response message from a partially received message interrupted by network failure, a server SHOULD generate encoding or length-delimited messages whenever possible.","When a response message is close-delimited, making it impossible to distinguish a fully received response from one that was partially received due to network failure.",The server SHOULD generate messages using encoding or length-delimiting whenever possible.,Server,SHOULD,"Since there is no way to distinguish a successfully completed, close-delimited response message from a partially received message interrupted by network failure, a server SHOULD generate encoding or length-delimited messages whenever possible. The close-delimiting feature exists primarily for backwards compatibility with HTTP/1.0.","5. If a message is received without Transfer-Encoding and with an invalid Content-Length header field, then the message framing is invalid and the recipient MUST treat it as an unrecoverable error, unless the field value can be successfully parsed as a comma-separated list (Section 5.6.1 of [HTTP]), all values in the list are valid, and all values in the list are the same (in which case, the message is processed with that single value used as the Content-Length field value). If the unrecoverable error is in a request message, the server MUST respond with a 400 (Bad Request) status code and then close the connection. If it is in a response message received by a proxy, the proxy MUST close the connection to the server, discard the received response, and send a 502 (Bad Gateway) response to the client. If it is in a response message received by a user agent, the user agent MUST close the connection to the server and discard the received response. 6. If a valid Content-Length header field is present without Transfer-Encoding, its decimal value defines the expected message body length in octets. If the sender closes the connection or the recipient times out before the indicated number of octets are received, the recipient MUST consider the message to be incomplete and close the connection. 7. If this is a request message and none of the above are true, then the message body length is zero (no message body is present). 8. Otherwise, this is a response message without a declared message body length, so the message body length is determined by the number of octets received prior to the server closing the connection.",A server MAY reject a request that contains a message body but not a Content-Length by responding with 411 (Length Required).,6.3,Message Body Length,2,3,1,,,,,,A5,SHOULD
"Therefore, recipients MUST anticipate potentially large hexadecimal numerals and prevent parsing errors due to integer conversion overflows or precision loss due to integer representation.","When processing a chunked response, the recipient may encounter very large hexadecimal numeral values.",The recipient MUST anticipate potentially large hexadecimal numerals and prevent parsing errors due to integer conversion overflows or precision loss resulting from integer representation.,Recipient,MUST,"HTTP/1.1 does not define any means to limit the size of a chunked response such that an intermediary can be assured of buffering the entire response. Additionally, very large chunk sizes may cause overflows or loss of precision if their values are not represented accurately in a receiving implementation. Therefore, recipients MUST anticipate potentially large hexadecimal numerals and prevent parsing errors due to integer conversion overflows or precision loss due to integer representation.",A recipient MUST be able to parse and decode the chunked transfer coding.,The chunked coding does not define any parameters. Their presence SHOULD be treated as an error.,7.1,Chunked Transfer Coding,2,4,3,,,,,,A5,MUST
Their presence SHOULD be treated as an error.,Parameters are present in the chunked coding (even though chunked coding does not define any parameters),The presence of parameters SHOULD be treated as an error,Recipient,SHOULD,The chunked coding does not define any parameters. Their presence SHOULD be treated as an error.,"HTTP/1.1 does not define any means to limit the size of a chunked response such that an intermediary can be assured of buffering the entire response. Additionally, very large chunk sizes may cause overflows or loss of precision if their values are not represented accurately in a receiving implementation. Therefore, recipients MUST anticipate potentially large hexadecimal numerals and prevent parsing errors due to integer conversion overflows or precision loss due to integer representation.",,7.1,Chunked Transfer Coding,2,5,2,,,,,,A5,SHOULD
A recipient MUST ignore unrecognized chunk extensions.,The presence of unrecognized chunk extensions in the message.,The recipient MUST ignore the unrecognized chunk extensions.,"Recipient,Server",MUST,"A recipient MUST ignore unrecognized chunk extensions. A server ought to limit the total length of chunk extensions received in a request to an amount reasonable for the services provided, in the same way that it applies length limitations and timeouts for other parts of a message, and generate an appropriate 4xx (Client Error) response if that amount is exceeded.","The chunked coding is specific to each connection and is likely to be removed or recoded by each recipient (including intermediaries) before any higher-level application would have a chance to inspect the extensions. Hence, the use of chunk extensions is generally limited to specialized HTTP services such as ""long polling"" (where client and server can have shared expectations regarding the use of chunk extensions) or for padding within an end-to-end secured connection.",,7.1.1,Chunk Extensions,3,3,1,,,,,,A5,MUST
"Future registrations of transfer codings SHOULD NOT define parameters called ""q"" (case-insensitively) in order to avoid ambiguities.",When transfer codings are registered in the future,"Transfer coding registrations SHOULD NOT define parameters called ""q"" (case-insensitively) in order to avoid ambiguities",Recipient,SHOULD NOT,"The TE header field (Section 10.1.4 of [HTTP]) uses a pseudo-parameter named ""q"" as the rank value when multiple transfer codings are acceptable. Future registrations of transfer codings SHOULD NOT define parameters called ""q"" (case-insensitively) in order to avoid ambiguities.","Names of transfer codings MUST NOT overlap with names of content codings (Section 8.4.1 of [HTTP]) unless the encoding transformation is identical, as is the case for the compression codings defined in Section 7.2.",Values to be added to this namespace require IETF Review (see Section 4.8 of [RFC8126]) and MUST conform to the purpose of transfer coding defined in this specification.,7.3,Transfer Coding Registry,2,7,2,,,,,,A5,SHOULD
Values to be added to this namespace require IETF Review (see Section 4.8 of [RFC8126]) and MUST conform to the purpose of transfer coding defined in this specification.,A value is being added to the namespace.,The value requires IETF Review (per Section 4.8 of [RFC8126]) and MUST conform to the purpose of transfer coding defined in this specification.,Sender,MUST,Values to be added to this namespace require IETF Review (see Section 4.8 of [RFC8126]) and MUST conform to the purpose of transfer coding defined in this specification.,"The TE header field (Section 10.1.4 of [HTTP]) uses a pseudo-parameter named ""q"" as the rank value when multiple transfer codings are acceptable. Future registrations of transfer codings SHOULD NOT define parameters called ""q"" (case-insensitively) in order to avoid ambiguities.",Use of program names for the identification of encoding formats is not desirable and is discouraged for future encodings.,7.3,Transfer Coding Registry,2,8,1,,,,,,A5,MUST
"A server that receives an incomplete request message, usually due to a canceled request or a triggered timeout exception, MAY send an error response prior to closing the connection.","A server receives an incomplete request message, usually due to a canceled request or a triggered timeout exception.",The server MAY send an error response prior to closing the connection.,Server,MAY,"A server that receives an incomplete request message, usually due to a canceled request or a triggered timeout exception, MAY send an error response prior to closing the connection.",,"A client that receives an incomplete response message, which can occur when a connection is closed prematurely or when decoding a supposedly chunked transfer coding fails, MUST record the message as incomplete. Cache requirements for incomplete responses are defined in Section 3.3 of [CACHING].",8,Handling Incomplete Messages,1,1,1,,,,,,D2,MAY
HTTP implementations SHOULD support persistent connections.,,HTTP implementations SHOULD support persistent connections.,Recipient,SHOULD,"HTTP/1.1 defaults to the use of ""persistent connections"", allowing multiple requests and responses to be carried over a single connection. HTTP implementations SHOULD support persistent connections.",,"A recipient determines whether a connection is persistent or not based on the protocol version and Connection header field (Section 7.6.1 of [HTTP]) in the most recently received message, if any:",9.3,Persistence,2,1,2,,,,,,D1,SHOULD
"A server MUST read the entire request message body or close the connection after sending its response; otherwise, the remaining data on a persistent connection would be misinterpreted as the next request.",After the server sends its response on a persistent connection where a request message body may remain unread,The server MUST either read the entire request message body or close the connection after sending its response,Server,MUST,"In order to remain persistent, all messages on a connection need to have a self-defined message length (i.e., one not defined by closure of the connection), as described in Section 6. A server MUST read the entire request message body or close the connection after sending its response; otherwise, the remaining data on a persistent connection would be misinterpreted as the next request. Likewise, a client MUST read the entire response message body if it intends to reuse the same connection for a subsequent request.","A client MAY send additional requests on a persistent connection until it sends or receives a ""close"" connection option or receives an HTTP/1.0 response without a ""keep-alive"" connection option.",A proxy server MUST NOT maintain a persistent connection with an HTTP/1.0 client (see Appendix C.2.2 for information and discussion of the problems with the Keep-Alive header field implemented by many HTTP/1.0 clients).,9.3,Persistence,2,10,2,,,,,,D1,MUST
